Voltage,Frequency,Angle,spar1,spar2
180,100,56.3,0,0
180,120,56.83,0,0
180,140,56.93,0,0
180,155,59.49,0,0
180,160,64.76,0,0
180,165,82.89,38.24,39.45
180,170,85.81,39.43,39.16
181,100,55.56,0,0
181,120,55.7,0,0
181,140,56.26,0,0
181,155,59.12,0,0
181,160,62.8,0,0
181,165,82.17,39.19,38.73
181,170,85.5,40.59,40.87
